code,name,name_ascii,state
JSH,Samantha,Samantha,AL
ZMS,Sammamish,Sammamish,WA
IOR,Samoa,Samoa,CA
SMP,Sampit,Sampit,SC
SXN,Samson,Samson,AL
ZSI,San Acacio,San Acacio,CO
SA7,San Andreas,San Andreas,CA
SJT,San Angelo,San Angelo,TX
DLM,San Anselmo,San Anselmo,CA
AT8,San Antonio,San Antonio,FL
SA5,San Antonio,San Antonio,NM
SAT,San Antonio,San Antonio,TX
NJZ,San Antonio Heights,San Antonio Heights,CA
SA9,San Ardo,San Ardo,CA
SA2,San Augustine,San Augustine,TX
SBZ,San Benito,San Benito,TX
SBT,San Bernardino,San Bernardino,CA
SXB,San Bruno,San Bruno,CA
SQL,San Carlos,San Carlos,CA
SZQ,"San Carlos, Graham","San Carlos, Graham",AZ
XSC,"San Carlos, Maricopa","San Carlos, Maricopa",AZ
XMO,San Clemente,San Clemente,CA
SAN,San Diego,San Diego,CA
SD2,San Diego,San Diego,TX
SDA,San Dimas,San Dimas,CA
NLP,San Felipe,San Felipe,TX
SFR,San Fernando,San Fernando,CA
SFO,San Francisco,San Francisco,CA
SGG,San Gabriel,San Gabriel,CA
SG7,San Gabriel,San Gabriel,TX
GE2,San Geronimo,San Geronimo,CA
GG5,San Gregorio,San Gregorio,CA
JNO,San Jacinto,San Jacinto,CA
JOQ,San Joaquin,San Joaquin,CA
ANJ,San Joaquin River,San Joaquin River,CA
S8J,San Jon,San Jon,NM
SJC,San Jose,San Jose,CA
S2J,San Jose,San Jose,PR
WSJ,San Juan,San Juan,AK
JSZ,San Juan,San Juan,TX
ZFX,San Juan Bautista,San Juan Bautista,CA
SAJ,San Juan Capistrano,San Juan Capistrano,CA
JPB,San Juan Pueblo,San Juan Pueblo,NM
SNH,San Leandro,San Leandro,CA
7DN,San Leon,San Leon,TX
YSZ,San Lorenzo,San Lorenzo,CA
ZXZ,San Lucas,San Lucas,CA
SLI,San Luis,San Luis,AZ
SLU,San Luis,San Luis,CO
CSL,San Luis Obispo,San Luis Obispo,CA
2SM,San Manuel,San Manuel,AZ
SNM,San Marcos,San Marcos,CA
SMC,San Marcos,San Marcos,TX
SMD,San Marino,San Marino,CA
SXJ,San Martin,San Martin,CA
SXF,San Mateo,San Mateo,CA
SYL,San Miguel,San Miguel,CA
SAK,San Pablo,San Pablo,CA
SPQ,San Pedro,San Pedro,CA
QT2,San Quentin,San Quentin,CA
SRF,San Rafael,San Rafael,CA
SJB,San Ramon,San Ramon,CA
ZSS,San Saba,San Saba,TX
ZVP,San Tan Valley,San Tan Valley,AZ
YGC,San Ygnacio,San Ygnacio,TX
SYO,San Ysidro,San Ysidro,CA
YSO,San Ysidro,San Ysidro,NM
ZOJ,Sanborn,Sanborn,IA
NBQ,Sanborn,Sanborn,NY
SZ2,Sanbornton,Sanbornton,NH
SV2,Sanbornville,Sanbornville,NH
SDC,Sand City,Sand City,CA
DCE,Sand Coulee,Sand Coulee,MT
S24,Sand Fork,Sand Fork,WV
SD7,Sand Hills,Sand Hills,TX
QDK,Sand Lake,Sand Lake,FL
SDP,Sand Point,Sand Point,AK
SDQ,Sand Springs,Sand Springs,OK
DHK,Sanders,Sanders,AZ
SDI,Sanderson,Sanderson,FL
DSA,Sanderson,Sanderson,TX
SNV,Sandersville,Sandersville,GA
3SF,Sandford,Sandford,IN
DIP,Sandia Park,Sandia Park,NM
6SD,Sandisfield,Sandisfield,MA
BMH,Sandoval,Sandoval,IL
S8A,Sandown,Sandown,NH
NDP,Sandpoint,Sandpoint,ID
ZDS,Sands Point,Sands Point,NY
SAX,Sandston,Sandston,VA
ZNS,Sandstone,Sandstone,MN
SDW,Sandusky,Sandusky,MI
SKY,"Sandusky, Erie","Sandusky, Erie",OH
SWH,Sandwich,Sandwich,IL
SWC,Sandwich,Sandwich,MA
SJD,Sandy,Sandy,OR
SJE,Sandy,Sandy,UT
SY3,Sandy Creek,Sandy Creek,NY
YHO,Sandy Hook,Sandy Hook,CT
SO8,Sandy Hook,Sandy Hook,MS
AYL,Sandy Lake,Sandy Lake,PA
SYP,Sandy Point,Sandy Point,ME
IW9,Sandy Ridge,Sandy Ridge,NC
KSR,Sandy River,Sandy River,AK
S3R,Sandy Run,Sandy Run,SC
YZR,Sandy Spring,Sandy Spring,MD
YSG,Sandy Springs,Sandy Springs,GA
AYP,Sandy Springs,Sandy Springs,SC
DV7,Sandy Valley,Sandy Valley,NV
SF6,Sanford,Sanford,CA
S9F,Sanford,Sanford,CO
SFB,Sanford,Sanford,FL
SFM,Sanford,Sanford,ME
FU7,Sanford,Sanford,MI
SCF,Sanford,Sanford,NC
S3F,Sanford,Sanford,NY
SRK,Sanger,Sanger,CA
SGJ,Sanger,Sanger,TX
S9A,Sangerfield,Sangerfield,NY
9SV,Sangerville,Sangerville,ME
SBP,Sanibel,Sanibel,FL
NXJ,Santa,Santa,ID
SNA,Santa Ana,Santa Ana,CA
XZB,Santa Ana Pueblo,Santa Ana Pueblo,NM
NNX,Santa Anna,Santa Anna,TX
SBA,Santa Barbara,Santa Barbara,CA
SCZ,Santa Clara,Santa Clara,CA
TCM,Santa Clara,Santa Clara,NM
SKR,Santa Clara,Santa Clara,UT
SAM,Santa Clarita,Santa Clarita,CA
SC6,Santa Claus,Santa Claus,IN
SRU,Santa Cruz,Santa Cruz,CA
TQA,Santa Elena,Santa Elena,TX
SAF,Santa Fe,Santa Fe,NM
FEZ,Santa Fe,Santa Fe,TX
UYR,Santa Fe Springs,Santa Fe Springs,CA
SMG,Santa Margarita,Santa Margarita,CA
SMX,Santa Maria,Santa Maria,CA
SMO,Santa Monica,Santa Monica,CA
SZP,Santa Paula,Santa Paula,CA
STS,Santa Rosa,Santa Rosa,CA
AOA,Santa Rosa,Santa Rosa,NM
ZRS,Santa Rosa,Santa Rosa,TX
JQJ,Santa Rosa Beach,Santa Rosa Beach,FL
RO2,Santa Rosa Island,Santa Rosa Island,CA
SXT,Santa Teresa,Santa Teresa,NM
SQA,Santa Ynez,Santa Ynez,CA
SY9,Santa Ysabel,Santa Ysabel,CA
IUQ,Santaquin,Santaquin,UT
SXD,Santee,Santee,CA
SA6,Santee,Santee,SC
P8P,Santo,Santo,TX
S7P,Sapphire,Sapphire,NC
APU,Sapulpa,Sapulpa,OK
SFQ,Saraland,Saraland,AL
SRN,Saranac,Saranac,MI
SLK,Saranac Lake,Saranac Lake,NY
ZOR,Sarasota,Sarasota,FL
SRQ,Sarasota-Bradenton Apt,Sarasota-Bradenton Apt,FL
XMQ,Saratoga,Saratoga,CA
SRB,Saratoga,Saratoga,MN
SAA,Saratoga,Saratoga,WY
SGA,Saratoga Springs,Saratoga Springs,NY
S6T,Saratoga Springs,Saratoga Springs,UT
XX5,Sarcoxie,Sarcoxie,MO
AII,Sardinia,Sardinia,NY
S2D,Sardinia,Sardinia,OH
SSR,Sardis,Sardis,MS
AEP,Sarepta,Sarepta,LA
WSF,Sarichef,Sarichef,AK
S4Y,Sarita,Sarita,TX
SAO,Sarles,Sarles,ND
A98,Sarona,Sarona,WI
SL4,Sartell,Sartell,MN
SJ9,Sarver,Sarver,PA
SAQ,Sasabe,Sasabe,AZ
SAH,Sasser,Sasser,GA
S9T,Satanta,Satanta,KS
LTB,Satellite Beach,Satellite Beach,FL
SY5,Saticoy,Saticoy,CA
ZOP,Satsop,Satsop,WA
2S2,Satsuma,Satsuma,AL
S2R,Saucier,Saucier,MS
SUV,Saugerties,Saugerties,NY
SAU,Sauget,Sauget,IL
UGU,Saugus,Saugus,CA
UGX,Saugus,Saugus,MA
SC2,Sauk Centre,Sauk Centre,MN
SC3,Sauk City,Sauk City,WI
SRA,Sauk Rapids,Sauk Rapids,MN
SXL,Sauk Village,Sauk Village,IL
VVV,Saukville,Saukville,WI
SSM,Sault Sainte Marie,Sault Sainte Marie,MI
ZUN,Saunderstown,Saunderstown,RI
JMC,Sausalito,Sausalito,CA
9SN,Sautee Nacoochee,Sautee Nacoochee,GA
SGE,Savage,Savage,MD
XLY,Savage,Savage,MN
VGE,Savage,Savage,MT
SNQ,Savanna,Savanna,IL
SAV,Savannah,Savannah,GA
SA8,Savannah,Savannah,MO
XMX,Savannah,Savannah,NY
SH8,Savannah,Savannah,OH
TSA,Savannah,Savannah,TN
VEJ,Saverton,Saverton,MO
S6Y,Savery,Savery,WY
SVA,Savoonga,Savoonga,AK
SYG,Savoy,Savoy,IL
6SV,Savoy,Savoy,MA
OYT,Savoy,Savoy,TX
XYZ,Sawmills,Sawmills,NC
SWR,Sawyer,Sawyer,MI
YXS,Sawyer,Sawyer,MN
ZFF,Sawyer,Sawyer,OK
S5A,Saxapahaw,Saxapahaw,NC
XVL,Saxeville,Saxeville,WI
SB2,Saxonburg,Saxonburg,PA
AX2,Saxton,Saxton,PA
SYK,Saybrook,Saybrook,CT
SB4,Saybrook,Saybrook,OH
AYV,Saylesville,Saylesville,RI
YGB,Saylorsburg,Saylorsburg,PA
YNY,Sayner,Sayner,WI
SY2,Sayre,Sayre,OK
AYJ,Sayre,Sayre,PA
XNA,Sayreville,Sayreville,NJ
SYS,Sayville,Sayville,NY
QJZ,Scales Mound,Scales Mound,IL
ZVN,Scammon,Scammon,KS
SCM,Scammon Bay,Scammon Bay,AK
SC9,Scanlon,Scanlon,MN
SCA,Scappoose,Scappoose,OR
SZX,Scarborough,Scarborough,ME
SCG,Scarsdale,Scarsdale,NY
SFT,Schaefferstown,Schaefferstown,PA
GHK,Schaghticoke,Schaghticoke,NY
SCX,Schaller,Schaller,IA
JMH,Schaumburg,Schaumburg,IL
SCH,Schenectady,Schenectady,NY
NVU,Schenevus,Schenevus,NY
SCP,Schenley,Schenley,PA
SVL,Schererville,Schererville,IN
SRT,Schertz,Schertz,TX
SID,Schiller Park,Schiller Park,IL
HSW,Schleswig,Schleswig,IA
SK5,Schnecksville,Schnecksville,PA
SKN,Schodack Landing,Schodack Landing,NY
SFW,Schofield,Schofield,WI
SR8,Schoharie,Schoharie,NY
SZC,Scholls,Scholls,OR
OLC,Schoolcraft,Schoolcraft,MI
S9C,Schriever,Schriever,LA
SBW,Schulenburg,Schulenburg,TX
SHJ,Schuyler,Schuyler,NE
SE6,Schuyler,Schuyler,VA
SV3,Schuylerville,Schuylerville,NY
SKL,Schuylkill,Schuylkill,PA
H7A,Schuylkill Haven,Schuylkill Haven,PA
SKU,Schuylkill Haven,Schuylkill Haven,PA
S77,Schwenksville,Schwenksville,PA
HL9,Science Hill,Science Hill,KY
S44,Scio,Scio,OR
2SV,Sciotoville,Sciotoville,OH
IJC,Scipio Center,Scipio Center,NY
SCU,Scituate,Scituate,MA
SCO,Scobey,Scobey,MT
SCW,Scobeyville,Scobeyville,NJ
XLQ,Scofield,Scofield,UT
M8S,Scooba,Scooba,MS
SPJ,Scotch Plains,Scotch Plains,NJ
SIA,Scotia,Scotia,CA
SOA,Scotia,Scotia,NY
9SD,Scotland,Scotland,PA
SO2,Scotland,Scotland,SD
SCD,Scotland Neck,Scotland Neck,NC
ZKO,Scott,Scott,LA
XOT,Scott,Scott,MS
SB3,Scott Air Force Base,Scott Air Force Base,IL
ZSN,Scott City,Scott City,KS
SCQ,Scott City,Scott City,MO
DZQ,Scott Depot,Scott Depot,WV
S7M,Scott Mills,Scott Mills,OR
TW6,Scott Township,Scott Township,PA
SZD,Scottdale,Scottdale,GA
SZE,Scottdale,Scottdale,PA
XOS,Scotts,Scotts,MI
S4H,Scotts Hill,Scotts Hill,TN
SV4,Scotts Valley,Scotts Valley,CA
BFF,Scottsbluff,Scottsbluff,NE
SQB,Scottsboro,Scottsboro,AL
SSZ,Scottsburg,Scottsburg,IN
OZG,Scottsburg,Scottsburg,VA
STZ,Scottsdale,Scottsdale,AZ
SCV,Scottsville,Scottsville,KY
OTV,Scottsville,Scottsville,NY
SZF,Scottsville,Scottsville,TX
TTS,Scottsville,Scottsville,VA
SCN,Scottville,Scottville,MI
RRA,Scranton,Scranton,AR
S53,Scranton,Scranton,IA
DCN,Scranton,Scranton,ND
SCR,Scranton,Scranton,PA
SCB,Scribner,Scribner,NE
7OL,Sea Cliff,Sea Cliff,NY
GXI,Sea Girt,Sea Girt,NJ
QSI,Sea Island,Sea Island,GA
SK8,Seabeck,Seabeck,WA
S7B,Seaboard,Seaboard,NC
EBK,Seabrook,Seabrook,NH
SBJ,Seabrook,Seabrook,NJ
EQQ,Seabrook,Seabrook,SC
SEO,Seabrook,Seabrook,TX
XLR,Seadrift,Seadrift,TX
SFE,Seaford,Seaford,DE
QSF,Seaford,Seaford,NY
SVI,Seagoville,Seagoville,TX
SGK,Seagraves,Seagraves,TX
EOV,Seagrove,Seagrove,NC
SYB,Seal Bay,Seal Bay,AK
SLH,Seal Beach,Seal Beach,CA
9VE,Seal Cove,Seal Cove,ME
ZRK,Seal Rock,Seal Rock,OR
AQE,Seale,Seale,AL
SLY,Sealy,Sealy,TX
SRC,Searcy,Searcy,AR
SL5,Searles,Searles,CA
S3S,Sears,Sears,MI
JUR,Searsburg,Searsburg,VT
SM4,Searsmont,Searsmont,ME
SRP,Searsport,Searsport,ME
XLU,Seaside,Seaside,CA
YSE,Seaside,Seaside,OR
SH2,Seaside Heights,Seaside Heights,NJ
SEZ,Seatac,Seatac,WA
SEA,Seattle,Seattle,WA
S6E,Seaview,Seaview,WA
8SB,Sebago,Sebago,ME
YKQ,Sebago Lake,Sebago Lake,ME
SZG,Sebastian,Sebastian,FL
XNB,Sebastian,Sebastian,TX
SYD,Sebastopol,Sebastopol,CA
XLO,Sebastopol,Sebastopol,MS
SWB,Sebewaing,Sebewaing,MI
YSB,Sebree,Sebree,KY
SEF,Sebring,Sebring,FL
SEB,Sebring,Sebring,OH
SC4,Secane,Secane,PA
UYK,Secaucus,Secaucus,NJ
OZQ,Secor,Secor,IL
S4E,Section,Section,AL
ZSY,Security,Security,CO
S3D,Sedalia,Sedalia,CO
DMO,Sedalia,Sedalia,MO
SE4,Sedan,Sedan,KS
S2Y,Sedley,Sedley,VA
SDX,Sedona,Sedona,AZ
SW2,Sedro Woolley,Sedro Woolley,WA
SWK,Seekonk,Seekonk,MA
SY4,Seeley,Seeley,CA
EFF,Seffner,Seffner,FL
SQU,Seguin,Seguin,TX
O8K,Seiling,Seiling,OK
SEC,Seiple,Seiple,PA
EHW,Selah,Selah,WA
WLK,Selawik,Selawik,AK
SEL,Selby,Selby,CA
YVD,Selbyville,Selbyville,DE
EXL,Selden,Selden,NY
SOV,Seldovia,Seldovia,AK
S66,Seligman,Seligman,AZ
SEG,Selinsgrove,Selinsgrove,PA
SKI,Selkirk,Selkirk,NY
SEU,Sellersburg,Sellersburg,IN
XVI,Sellersville,Sellersville,PA
SES,Selma,Selma,AL
SQZ,Selma,Selma,CA
XZY,Selma,Selma,IN
SQC,Selma,Selma,NC
OSM,Selma,Selma,OR
SQD,Selma,Selma,TX
SQE,Selmer,Selmer,TN
EIY,Seminary,Seminary,MS
SE5,Seminole,Seminole,FL
SXO,Seminole,Seminole,NC
ZMD,Seminole,Seminole,OK
SOE,Seminole,Seminole,TX
EME,Semmes,Semmes,AL
NCZ,Semora,Semora,NC
XAH,Senath,Senath,MO
SEN,Senatobia,Senatobia,MS
S7C,Seneca,Seneca,IA
XMI,Seneca,Seneca,IL
EEC,Seneca,Seneca,KS
SNE,Seneca,Seneca,MO
UYP,Seneca,Seneca,NY
ZYC,Seneca,Seneca,PA
SQW,Seneca,Seneca,SC
SFS,Seneca Falls,Seneca Falls,NY
XMJ,Senecaville,Senecaville,OH
SN2,Senoia,Senoia,GA
SQF,Sepulveda,Sepulveda,CA
SQ5,Sequatchie,Sequatchie,TN
SQV,Sequim,Sequim,WA
TSQ,Sequin,Sequin,TX
KSS,Serena,Serena,IL
SGB,Sergeant Bluff,Sergeant Bluff,IA
KQ3,Sesser,Sesser,IL
SV9,Seven Fields,Seven Fields,PA
EVP,Seven Points,Seven Points,TX
Q6Z,Seven Springs,Seven Springs,NC
KVV,Seven Valleys,Seven Valleys,PA
S7V,Severance,Severance,CO
SEV,Severn,Severn,MD
SVN,Severn,Severn,NC
SVJ,Severn,Severn,VA
SNR,Severna Park,Severna Park,MD
SXR,Sevier,Sevier,NC
SVU,Sevierville,Sevierville,TN
ZVL,Seville,Seville,OH
UOS,Sewanee,Sewanee,TN
SWD,Seward,Seward,AK
QSR,Seward,Seward,IL
NSR,Seward,Seward,NE
SWN,Sewaren,Sewaren,NJ
YSW,Sewell,Sewell,NJ
S5T,Sewell's Point,Sewell's Point,VA
EWC,Sewickley,Sewickley,PA
SZK,Seymour,Seymour,CT
EOU,Seymour,Seymour,IA
SER,Seymour,Seymour,IN
SEJ,Seymour,Seymour,MO
EYU,Seymour,Seymour,TN
SET,Seymour,Seymour,TX
SYW,Seymour,Seymour,WI
S97,Shackelefords,Shackelefords,VA
S5F,Shacklefords,Shacklefords,VA
DGP,Shade Gap,Shade Gap,PA
AD2,"Shadeland, Tippecanoe","Shadeland, Tippecanoe",IN
SZJ,Shady Dale,Shady Dale,GA
DYG,Shady Grove,Shady Grove,PA
IYP,Shady Point,Shady Point,OK
RYS,Shady Spring,Shady Spring,WV
SHY,Shadyside,Shadyside,OH
SF7,Shafer,Shafer,MN
MIT,Shafter,Shafter,CA
SH3,"Shafter, Kern","Shafter, Kern",CA
S2H,Shaftsbury,Shaftsbury,VT
SHX,Shageluk,Shageluk,AK
XSK,Shaker Heights,Shaker Heights,OH
SKE,Shakopee,Shakopee,MN
SKK,Shaktoolik,Shaktoolik,AK
SR4,Shalimar,Shalimar,FL
SLX,Shallotte,Shallotte,NC
S9H,Shallowater,Shallowater,TX
YSH,Shamokin,Shamokin,PA
SH4,Shamong,Shamong,NJ
SR5,"Shamrock, Wheeler","Shamrock, Wheeler",TX
JHD,Shandon,Shandon,CA
DOZ,Shandon,Shandon,OH
NRI,Shangri-la,Shangri-la,OK
AZK,Shannock,Shannock,RI
SHO,Shannon,Shannon,GA
S7N,Shannon,Shannon,IL
SZN,Shannon,Shannon,MS
S2N,Shannon,Shannon,NC
8IG,Shapleigh,Shapleigh,ME
S7H,Sharon,Sharon,CT
SHM,Sharon,Sharon,MA
SHQ,Sharon,Sharon,PA
SN3,Sharon,Sharon,VT
ISH,Sharon,Sharon,WI
CXZ,Sharon Center,Sharon Center,OH
SHL,Sharon Hill,Sharon Hill,PA
SHS,Sharon Springs,Sharon Springs,NY
XMA,Sharonville,Sharonville,OH
S22,Sharpes,Sharpes,FL
3SG,Sharpsburg,Sharpsburg,KY
RPB,Sharpsburg,Sharpsburg,NC
S7G,Sharpsburg,Sharpsburg,PA
I9H,Sharpsville,Sharpsville,IN
SJS,Sharpsville,Sharpsville,PA
SL8,Shartlesville,Shartlesville,PA
4SC,Shasta,Shasta,CA
S9K,Shasta Lake,Shasta Lake,CA
SUK,Shattuck,Shattuck,OK
2SL,Shaver Lake,Shaver Lake,CA
S9V,Shavertown,Shavertown,PA
JXS,Shaw,Shaw,MS
ZFH,Shaw Air Force Base,Shaw Air Force Base,SC
SWS,Shawano,Shawano,WI
USM,Shawmut,Shawmut,ME
SHC,Shawnee,Shawnee,KS
SNL,Shawnee,Shawnee,OK
SM2,Shawnee Mission,Shawnee Mission,KS
8SD,Shawnee on Delaware,Shawnee on Delaware,PA
SBM,Sheboygan,Sheboygan,WI
SBF,Sheboygan Falls,Sheboygan Falls,WI
YSD,Shedd,Shedd,OR
SMU,Sheep Mountain,Sheep Mountain,AK
SHF,Sheffield,Sheffield,AL
SED,Sheffield,Sheffield,IA
6FL,Sheffield,Sheffield,IL
QSH,Sheffield,Sheffield,MA
HEI,Sheffield,Sheffield,OH
S5D,Sheffield,Sheffield,PA
7SE,Sheffield,Sheffield,VT
SL9,Sheffield Lake,Sheffield Lake,OH
HFG,Sheffield Village,Sheffield Village,OH
SB8,Shelburne,Shelburne,VT
HFS,Shelburne Falls,Shelburne Falls,MA
ISY,Shelby,Shelby,IA
INH,Shelby,Shelby,IN
SDL,Shelby,Shelby,MI
SBX,Shelby,Shelby,MT
SEY,Shelby,Shelby,NC
NE5,Shelby,Shelby,NE
SBI,Shelby,Shelby,OH
W7W,Shelby,Shelby,WI
SN8,Shelby Township,Shelby Township,MI
SBV,Shelbyville,Shelbyville,IL
SYH,Shelbyville,Shelbyville,IN
SVZ,Shelbyville,Shelbyville,KY
QYV,Shelbyville,Shelbyville,MI
SQG,Shelbyville,Shelbyville,MO
SYI,Shelbyville,Shelbyville,TN
IYE,Shelbyville,Shelbyville,TX
SEI,Sheldon,Sheldon,IA
SQP,Sheldon,Sheldon,MO
XMB,Sheldon,Sheldon,TX
7SH,Sheldon,Sheldon,VT
Z4X,Sheldon,Sheldon,WI
SXP,Sheldon Point,Sheldon Point,AK
SQK,Sheldon Springs,Sheldon Springs,VT
VSV,Sheldonville,Sheldonville,MA
EOB,Shell Knob,Shell Knob,MO
HL8,Shell Lake,Shell Lake,WI
SR2,Shell Rock,Shell Rock,IA
SHZ,Shelley,Shelley,ID
XMC,Shellman,Shellman,GA
S8H,Shelocta,Shelocta,PA
XSI,Shelter Island,Shelter Island,NY
HDH,Shelter Island Heights,Shelter Island Heights,NY
SQR,Shelton,Shelton,CT
JLT,Shelton,Shelton,NE
SHN,Shelton,Shelton,WA
SYA,Shemya,Shemya,AK
UYS,Shenandoah,Shenandoah,GA
SDH,Shenandoah,Shenandoah,IA
DOH,Shenandoah,Shenandoah,TX
SZH,Shenandoah,Shenandoah,VA
SJ8,Shenandoah Junction,Shenandoah Junction,WV
EFH,Shepherd,Shepherd,MI
HHD,Shepherd,Shepherd,MT
HPE,Shepherd,Shepherd,TX
8ST,Shepherdstown,Shepherdstown,WV
SQN,Shepherdsville,Shepherdsville,KY
XSX,Sheppard,Sheppard,TX
9SP,Sheppton,Sheppton,PA
ZSO,Sherborn,Sherborn,MA
SRR,Sherburne,Sherburne,NY
SIW,Sheridan,Sheridan,AR
SDV,Sheridan,Sheridan,CO
5SD,Sheridan,Sheridan,IL
SD9,Sheridan,Sheridan,IN
SJX,Sheridan,Sheridan,MI
SRD,Sheridan,Sheridan,NY
SJG,Sheridan,Sheridan,OR
SHR,Sheridan,Sheridan,WY
XMP,Sherman,Sherman,CT
SZM,Sherman,Sherman,MS
DZZ,Sherman,Sherman,NY
SHP,Sherman,Sherman,TX
SJJ,Sherman Oaks,Sherman Oaks,CA
PNX,Sherman-Denison,Sherman-Denison,TX
SML,Shermans Dale,Shermans Dale,PA
SJK,Sherrard,Sherrard,IL
RL8,Sherrill,Sherrill,AR
RRI,Sherrill,Sherrill,NY
S2F,Sherrills Ford,Sherrills Ford,NC
YRW,Sherwood,Sherwood,AR
S3W,Sherwood,Sherwood,MI
SHW,Sherwood,Sherwood,ND
SJU,Sherwood,Sherwood,OR
SR7,Sherwood,Sherwood,WI
SVB,Shickshinny,Shickshinny,PA
IDK,Shidler,Shidler,OK
ILH,Shiloh,Shiloh,IL
OYJ,Shiloh,Shiloh,NJ
VVO,Shiloh,Shiloh,OH
INR,Shiner,Shiner,TX
XSH,Shingle Springs,Shingle Springs,CA
S3O,Shingletown,Shingletown,CA
SKF,Shinnston,Shinnston,WV
SBQ,Ship Bottom,Ship Bottom,NJ
IPX,Ship Island,Ship Island,MS
SSG,Shippensburg,Shippensburg,PA
YNV,Shippenville,Shippenville,PA
ZHP,Shippingport,Shippingport,PA
S2P,Shipshewana,Shipshewana,IN
SVF,Shiremanstown,Shiremanstown,PA
SJR,Shirley,Shirley,MA
WSH,Shirley,Shirley,NY
SB6,Shirleysburg,Shirleysburg,PA
SHH,Shishmaref,Shishmaref,AK
IVE,Shively,Shively,KY
HCB,Shoal Cove,Shoal Cove,AK
YHZ,Shoals,Shoals,IN
KVM,Shoemakersville,Shoemakersville,PA
H78,Shohola,Shohola,PA
XSA,Shokan,Shokan,NY
RC5,Shoreacres,Shoreacres,TX
XLZ,Shoreham,Shoreham,NY
SRH,Shoreham,Shoreham,VT
SRI,Shoreline,Shoreline,WA
SHB,Shoreview,Shoreview,MN
SW3,Shorewood,Shorewood,IL
DO9,Shorewood,Shorewood,MN
SJV,Shorewood,Shorewood,OR
S9W,Shorewood,Shorewood,WI
XSY,Short Hills,Short Hills,NJ
EOH,Shorter,Shorter,AL
TRV,Shorterville,Shorterville,AL
SS8,Shortsville,Shortsville,NY
HQS,Shoshone,Shoshone,CA
OHZ,Shoshone,Shoshone,ID
GL5,Shoshone County,Shoshone County,ID
SN4,Shoshoni,Shoshoni,WY
SOW,Show Low,Show Low,AZ
SIH,Showell,Showell,MD
SKO,Showhegan,Showhegan,ME
OHS,Shreve,Shreve,OH
SHV,Shreveport,Shreveport,LA
SHU,Shrewsbury,Shrewsbury,MA
EZY,Shrewsbury,Shrewsbury,NJ
QSY,Shrewsbury,Shrewsbury,PA
QZY,Shrewsbury,Shrewsbury,WV
S5L,Shroon,Shroon,NY
SHK,Shrub Oak,Shrub Oak,NY
SUB,Shubuta,Shubuta,MS
HJB,Shullsburg,Shullsburg,WI
UWX,Shumway,Shumway,IL
SHG,Shungnak,Shungnak,AK
HQK,Shuqualak,Shuqualak,MS
UY9,Shutesbury,Shutesbury,MA
PS4,Siberia,Siberia,IN
ZSL,Sibley,Sibley,IA
S5B,Sibley,Sibley,LA
IBZ,Sibley,Sibley,MO
IYD,Sicily Island,Sicily Island,LA
SV5,Sicklerville,Sicklerville,NJ
SD3,Sidell,Sidell,IL
S4N,Sidman,Sidman,PA
S23,Sidney,Sidney,IA
S7I,Sidney,Sidney,KY
IJY,Sidney,Sidney,MI
SDY,Sidney,Sidney,MT
SNY,Sidney,Sidney,NE
SXY,Sidney,Sidney,NY
SDN,Sidney,Sidney,OH
IDM,Sidon,Sidon,MS
IEB,Sierra Blanca,Sierra Blanca,TX
SIM,Sierra Madre,Sierra Madre,CA
AZS,Sierra Vista,Sierra Vista,AZ
SI7,Sierra Vista,Sierra Vista,CA
FHU,Sierra Vista-Fort Huachuca Apt,Sierra Vista-Fort Huachuca Apt,AZ
83W,Sigel,Sigel,IL
SII,Signal Hill,Signal Hill,CA
S3M,Signal Mountain,Signal Mountain,TN
QGU,Sigourney,Sigourney,IA
SU9,Sigurd,Sigurd,UT
SIK,Sikeston,Sikeston,MO
SIR,Siler City,Siler City,NC
SLG,Siloam Springs,Siloam Springs,AR
XLP,Silsbee,Silsbee,TX
S8I,Silt,Silt,CO
ZVA,Silva,Silva,MO
SIB,Silver Bay,Silver Bay,MN
555,Silver Beach,Silver Beach,MA
SEW,Silver Bow,Silver Bow,MT
SZI,Silver City,Silver City,NC
SVC,Silver City,Silver City,NM
SXV,Silver Creek,Silver Creek,GA
HQ6,Silver Creek,Silver Creek,MS
ZII,Silver Creek,Silver Creek,NY
VKY,Silver Grove,Silver Grove,KY
ILK,Silver Lake,Silver Lake,IN
9KS,Silver Lake,Silver Lake,NH
IXL,Silver Lake,Silver Lake,WI
IVP,Silver Peak,Silver Peak,NV
JVP,Silver Plume,Silver Plume,CO
SIS,Silver Spring,Silver Spring,MD
SIE,Silver Springs,Silver Springs,FL
S4S,Silver Springs,Silver Springs,NV
SVR,Silver Springs,Silver Springs,NY
ITK,Silver Star,Silver Star,MT
SI3,Silverado,Silverado,CA
S4D,Silverdale,Silverdale,PA
SIF,Silverdale,Silverdale,WA
S5V,Silverstreet,Silverstreet,SC
SO5,Silverthorne,Silverthorne,CO
IER,Silverton,Silverton,CO
VET,Silverton,Silverton,OH
XVN,Silverton,Silverton,OR
ILJ,Silverton,Silverton,TX
ILV,Silvis,Silvis,IL
SIU,Simi Valley,Simi Valley,CA
SM8,Simonton,Simonton,TX
SI9,Simpson,Simpson,NC
UKJ,Simpson,Simpson,PA
SIJ,Simpsonville,Simpsonville,KY
SRY,Simpsonville,Simpsonville,SC
IMC,Sims,Sims,NC
